DayOfMonth,DayOfWeek,Carrier,OriginAirportID,DestAirportID,DepDelay,ArrDelay
31,5,9E,983,870,1859,904
8,5,US,131,983,779,1895
24,5,DL,224,983,270,1277
22,3,AS,260,224,1592,525
2,2,FL,260,123,820,44
4,6,F9,224,123,1454,1532
16,2,UA,123,260,1224,1391
2,3,B6,983,260,276,1810
30,4,EV,260,441,1132,552
5,3,AS,870,260,828,1587
25,6,DL,870,260,953,267
17,1,AA,123,260,631,1509
4,2,US,983,131,1852,959
19,3,VX,260,131,989,472
16,3,HA,983,224,269,1715
30,1,DL,870,131,1385,845
12,4,UA,870,224,1476,817
7,3,HA,224,870,1159,203
1,7,DL,131,123,0,590
1,7,EV,983,224,442,1740
26,1,VX,870,260,1529,444
19,3,OO,983,441,1834,1111
4,2,AS,983,123,1953,1075
16,6,FL,224,123,1891,938
5,1,9E,260,441,125,1076
18,6,EV,260,870,729,1671
14,1,WN,870,123,1106,1963
29,5,EV,441,260,525,1472
23,5,F9,260,224,1749,1163
12,6,UA,123,983,-87,1807
7,1,OO,224,260,90,808
6,6,9E,260,131,596,1375
16,1,AS,441,224,1726,847
30,3,VX,983,260,758,1106
16,3,WN,870,983,1285,396
3,1,EV,224,123,1425,420
24,1,EV,260,224,1338,1355
3,2,HA,131,260,1643,1586
17,6,FL,870,123,851,506
4,1,MQ,224,983,1246,576
24,3,AS,224,983,1381,1741
3,4,VX,123,224,320,129
25,6,HA,260,123,548,1039
28,4,HA,870,123,132,1993
3,3,FL,123,983,812,1697
31,3,US,983,870,1021,1432
4,4,MQ,260,441,693,-80
11,6,9E,123,870,1979,1765
15,5,EV,870,983,1421,201
30,7,UA,870,260,1275,280
5,7,VX,260,870,926,531
14,1,B6,123,224,1866,281
30,7,FL,983,870,610,414
26,3,US,131,441,720,304
23,7,US,131,870,233,1474
29,7,B6,983,260,-37,1265
1,5,US,983,123,820,-45
20,3,FL,441,260,-23,1809
13,6,B6,260,131,52,1796
26,5,WN,131,260,1248,226
4,5,OO,224,123,-10,1781
3,3,YV,131,441,968,393
3,4,US,870,260,1675,1833
19,5,WN,123,441,1662,1916
18,3,B6,260,131,1642,628
31,5,UA,123,224,497,1398
10,7,AA,870,131,170,1281
3,6,UA,983,441,-26,1534
18,3,EV,131,260,332,273
22,7,OO,123,870,1906,717
2,5,US,983,131,378,933
28,4,YV,131,870,1433,1776
23,4,US,441,123,1089,-1
4,7,HA,224,260,1076,655
18,2,VX,441,870,1309,1791
27,6,UA,123,224,1800,-11
14,5,AS,123,260,1323,169
6,6,9E,441,224,154,613
25,4,HA,224,131,81,731
29,3,YV,131,123,1507,110
19,4,FL,983,123,1630,490
5,3,UA,131,224,731,1711
4,7,DL,870,224,1373,716
15,2,YV,224,441,456,64
15,3,9E,870,260,-39,1390
7,1,MQ,131,870,1771,1225
16,7,9E,441,224,1433,148
17,2,DL,131,441,1541,468
17,1,YV,131,983,111,1039
14,4,F9,131,441,1122,455
20,7,EV,870,441,187,1657
15,6,DL,260,224,46,1003
5,1,FL,260,870,591,774
19,7,OO,131,870,-89,1703
28,1,US,870,123,588,1129
9,3,MQ,441,224,257,81
19,2,F9,224,131,287,-12
16,6,9E,224,870,44,45
24,3,9E,131,224,502,1935
17,2,B6,123,131,399,148
7,1,YV,224,983,328,1136
26,5,HA,260,131,71,1253
12,1,F9,441,983,1923,1366
18,7,VX,441,131,1410,296
9,5,AS,131,870,1605,1699
29,2,FL,983,131,678,600
13,3,FL,260,131,1270,-66
9,4,EV,983,870,1888,1098
12,7,AS,224,870,118,1568
30,2,9E,870,123,1312,4
14,6,AA,123,260,311,542
9,6,B6,260,441,330,314
2,4,VX,441,870,631,314
31,7,VX,123,131,567,1574
3,4,9E,441,224,1820,639
6,1,VX,441,123,698,184
3,7,AA,260,983,435,1051
6,5,UA,983,224,1116,-83
26,4,VX,441,983,1068,506
24,1,OO,131,870,608,1034
30,7,F9,260,870,1915,754
28,5,OO,123,131,51,1678
9,4,F9,123,983,-30,763
30,3,UA,870,983,1847,200
3,6,WN,131,260,1853,719
5,7,EV,983,441,941,492
9,1,YV,123,260,217,846
13,7,AS,870,441,440,-60
7,5,MQ,870,123,1095,608
28,6,MQ,870,123,985,485
2,4,AS,983,870,447,425
11,6,YV,260,224,298,1625
2,7,DL,441,983,1047,1952
12,7,FL,441,131,979,380
21,3,UA,983,224,1656,1160
7,5,OO,870,260,225,1950
5,6,AA,123,260,1479,749
30,4,UA,224,983,1854,1018
11,4,YV,131,870,1358,1614
22,4,OO,983,870,1444,1525
31,5,EV,870,983,800,1139
4,4,9E,441,131,-51,770
25,2,FL,224,983,353,1633
24,3,HA,441,983,456,1062
23,6,F9,441,983,391,1154
1,1,AS,870,123,684,1191
27,1,US,131,123,1957,310
31,5,HA,260,131,1630,1398
13,5,AA,123,983,1221,250
16,4,UA,131,224,737,1773
2,3,YV,131,123,787,946
18,1,OO,123,260,1366,46
2,6,HA,131,983,1224,1015
7,4,9E,983,123,53,415
20,3,FL,441,260,511,78
18,3,US,441,260,-90,683
5,7,B6,260,123,1374,1279
19,5,UA,131,983,608,997
23,4,B6,123,131,1675,1503
30,7,HA,983,260,1452,88
3,1,OO,123,131,-99,738
2,6,MQ,224,131,519,1354
7,4,EV,224,131,1075,995
23,5,B6,260,441,1824,539
21,4,US,260,123,200,1176
4,7,EV,260,131,307,1105
16,2,VX,870,131,373,384
16,1,FL,870,224,400,1435
27,7,9E,224,131,1333,70
12,3,VX,260,224,1789,816
22,1,F9,123,224,380,731
24,7,FL,260,123,1171,710
22,4,VX,983,441,1490,424
4,2,VX,260,131,630,220
19,3,9E,983,224,-41,1472
27,3,WN,123,260,362,437
23,5,9E,123,983,1052,955
8,5,HA,870,983,1643,152
10,5,B6,123,870,727,673
7,6,MQ,983,224,1655,1027
12,1,DL,123,870,-87,1736
13,3,F9,441,983,1276,1243
24,2,WN,983,131,1438,261
29,6,US,224,260,1892,-92
16,7,HA,983,123,71,153
19,3,US,870,224,1482,917
13,4,HA,870,260,300,775
24,4,FL,260,131,1524,911
19,4,US,224,131,1160,1904
22,1,FL,123,260,242,1076
12,5,HA,224,441,831,963
6,5,F9,224,870,1993,393
29,4,UA,260,983,1464,-44
6,5,YV,983,123,1053,1149
30,1,VX,870,260,1049,222
11,4,FL,224,260,535,998
10,2,MQ,260,441,1231,81
17,3,HA,870,131,914,813
13,1,VX,441,131,493,1629
23,2,MQ,224,131,349,462
16,6,OO,131,983,1041,1353
26,3,WN,260,983,-40,686
21,6,WN,441,123,1965,1479
6,4,AS,983,131,366,623
14,3,US,131,441,1065,432
4,5,UA,870,260,230,398
19,3,B6,131,441,831,1535
22,4,OO,983,260,558,295
17,3,AS,123,131,77,376
15,7,DL,260,983,624,715
19,7,VX,123,441,351,1832
12,5,F9,441,224,958,974
31,4,B6,441,224,1976,19
11,5,EV,983,260,619,1426
4,6,OO,123,224,1152,1162
30,3,WN,260,870,838,1503
28,5,HA,983,123,1822,-4
2,6,FL,983,870,689,1756
21,6,FL,260,123,1385,-8
6,1,F9,870,131,-70,797
17,1,MQ,260,983,1720,1255
26,7,WN,123,131,645,981
9,1,UA,983,224,1383,1974
6,2,UA,131,870,159,2000
31,3,UA,260,131,541,594
20,4,OO,131,224,36,645
19,7,AS,983,441,1354,1209
5,2,AA,983,260,1216,1105
24,4,FL,441,131,353,661
22,6,VX,131,260,1734,876
12,6,MQ,224,441,1767,17
14,6,HA,260,441,498,744
21,1,YV,123,260,250,1349
26,4,HA,983,870,443,1432
13,7,WN,441,123,417,189
14,6,OO,983,441,1005,1441
10,7,OO,224,870,108,869
7,4,VX,441,123,896,1650
2,2,VX,441,260,1994,1763
22,4,US,260,123,1958,956
8,7,EV,123,983,1565,1259
6,2,OO,131,983,1498,404
15,3,WN,870,224,137,-58
3,1,UA,224,983,606,1747
12,1,OO,123,224,253,1002
23,5,YV,441,260,956,1287
20,4,AA,123,260,1649,995
2,7,OO,441,983,194,611
8,7,AS,441,983,1612,335
28,7,US,123,983,1269,647
21,1,F9,260,983,1699,655
12,5,EV,123,260,369,838
21,2,UA,123,131,680,355
21,5,US,123,870,405,1343
5,7,HA,260,224,976,1241
27,7,WN,260,123,19,1867
29,6,HA,260,123,1899,1470
1,6,AA,870,260,1473,-60
30,3,AA,870,123,1619,1086
4,1,MQ,123,983,629,1028
24,1,AS,123,441,1048,66
1,3,HA,870,131,685,1215
15,2,F9,224,123,1091,1674
29,6,UA,123,983,540,535
23,1,EV,983,441,916,967
29,5,B6,123,983,466,1599
19,2,VX,441,131,1415,797
6,4,MQ,983,441,738,1579
18,3,WN,260,131,10,1576
11,7,VX,131,983,1991,1021
31,5,HA,870,123,230,1435
22,5,WN,870,131,1253,324
8,5,9E,224,441,951,944
1,4,AS,131,224,1247,1761
9,3,AA,260,131,590,857
27,4,B6,123,870,1168,1481
30,6,AA,260,983,512,1628
3,5,MQ,123,260,1720,1573
3,1,EV,260,131,298,797
2,1,B6,870,131,80,1066
17,6,9E,870,123,1035,936
28,2,F9,983,260,1329,1562
3,7,EV,870,224,1259,210
19,3,UA,123,260,440,1546
21,2,EV,983,131,1565,1298
10,7,WN,983,123,607,-56
1,5,OO,260,123,1625,1122
10,2,YV,441,123,1723,578
17,3,US,224,260,1659,677
19,2,UA,123,983,1076,194
24,4,HA,441,123,486,1798
28,1,AA,870,441,870,1733
8,1,B6,870,260,-62,596
23,7,HA,260,983,1762,1204
8,2,US,260,131,1184,368
22,1,AS,441,983,1022,61
16,3,WN,441,123,1837,450
15,7,EV,224,131,326,1967
25,6,AA,224,123,1699,1447
2,3,UA,260,441,1203,1797
9,2,UA,260,123,814,1694
19,6,WN,870,260,1859,922
29,3,VX,224,983,1465,23
26,1,FL,260,870,1823,779
27,2,HA,260,870,16,1377
5,1,VX,870,123,1685,636
22,4,FL,131,870,1856,837
17,5,AA,983,224,987,596
11,6,AS,870,131,1090,1514
21,6,VX,260,123,1973,1259
20,7,MQ,131,260,496,188
22,7,MQ,131,123,672,29
5,1,OO,983,260,1232,761
18,7,UA,983,441,1605,931
24,1,AS,260,983,1178,1598
1,7,AS,224,983,1092,295
3,4,VX,870,224,1078,290
2,1,MQ,870,123,796,1704
9,7,YV,131,123,988,412
24,1,WN,123,224,1516,-13
25,5,DL,983,441,1235,1615
25,2,B6,131,123,1939,113
17,1,YV,131,260,476,1028
16,3,MQ,224,123,-27,1721
5,2,VX,260,870,1635,1503
9,5,US,870,224,1687,154
11,6,AA,123,441,83,1422
11,7,9E,260,131,176,1092
12,1,WN,441,870,1933,590
15,1,US,123,224,480,1562
4,5,WN,123,870,1826,146
14,5,MQ,441,131,1843,474
25,4,9E,123,260,1190,963
8,2,F9,870,123,1235,275
23,4,HA,441,131,938,268
27,1,AS,224,123,890,1472
21,4,B6,224,983,1264,906
24,5,MQ,441,260,-69,1307
30,5,OO,131,123,1456,577
9,4,VX,983,123,278,13
2,4,EV,260,123,1323,1978
26,4,EV,260,123,730,508
18,4,US,131,441,690,1652
10,3,DL,870,123,214,193
18,3,AA,131,870,830,1800
7,4,EV,983,441,624,1290
6,7,VX,123,983,299,225
3,3,FL,224,983,173,537
26,6,MQ,123,441,769,1762
2,6,VX,224,123,59,862
27,7,YV,441,224,1369,1788
24,4,UA,224,870,1684,1115
1,5,AS,441,123,1415,464
5,7,US,123,870,1016,-75
13,3,AS,224,870,226,691
30,5,9E,224,123,1208,1378
30,2,UA,224,441,1226,1089
23,3,F9,260,131,592,1986
9,1,MQ,983,123,1505,730
29,3,WN,224,983,344,863
7,6,HA,224,441,-56,1324
26,6,MQ,870,123,341,219
21,6,MQ,123,441,1917,472
28,7,WN,224,441,1822,121
24,1,HA,131,224,1417,620
3,7,B6,441,224,213,325
1,5,HA,131,260,100,1978
19,2,MQ,870,131,746,91
27,1,HA,131,441,237,1631
6,1,F9,260,123,1567,1974
18,1,9E,441,123,867,735
30,6,WN,260,983,634,916
23,5,DL,983,131,1384,1751
31,7,WN,870,441,1949,48
18,4,AA,870,260,630,1044
9,3,FL,983,870,717,1310
24,6,VX,131,260,1013,1019
24,7,FL,123,441,1832,19
2,7,OO,224,131,1426,947
30,6,9E,224,260,51,271
13,5,HA,983,870,1545,679
20,7,B6,441,260,1275,1504
13,4,B6,983,131,1018,121
27,3,9E,260,224,1294,1035
14,4,HA,983,224,605,1606
9,3,YV,224,260,138,1975
3,4,UA,441,123,1447,1571
31,6,AS,260,123,1152,1636
17,6,9E,870,983,140,1335
2,4,AA,870,123,1473,376
28,1,FL,123,983,583,776
11,7,WN,260,441,-53,1444
11,7,UA,983,131,611,628
26,7,UA,260,131,-7,1132
14,1,9E,983,224,1078,1517
18,1,OO,441,123,1064,1223
11,4,VX,870,441,432,1670
26,4,DL,441,224,48,1977
16,2,AA,131,441,804,1636
23,7,AA,983,131,1805,1818
15,7,9E,983,870,780,699
19,6,YV,983,123,119,1212
26,1,B6,983,260,717,746
28,2,EV,224,983,1824,449
23,3,WN,441,870,817,295
12,2,9E,131,260,-18,495
27,6,AA,870,123,401,1258
28,3,F9,441,131,1461,750
30,1,AA,224,260,1722,1278
17,6,AS,870,260,1615,477
27,3,F9,123,983,-25,259
14,4,FL,123,131,1824,574
24,3,AA,870,224,225,1986
10,5,YV,131,123,1701,949
30,1,F9,123,131,1797,225
31,7,B6,441,983,692,350
17,2,F9,131,983,1812,1599
9,2,9E,441,224,1670,854
24,1,VX,983,870,706,1199
31,2,YV,983,870,1069,1263
10,7,YV,870,123,657,1736
24,4,HA,983,441,407,5
5,2,HA,870,123,1636,1715
22,2,B6,131,123,1258,1352
27,2,YV,983,224,904,1750
23,1,9E,870,441,321,925
11,5,WN,260,441,243,787
7,2,MQ,870,983,1406,33
5,5,YV,870,224,1750,1213
31,3,AS,260,983,53,-37
3,7,DL,983,224,1891,1267
23,1,EV,870,260,1562,1611
22,4,HA,441,870,667,1921
30,2,VX,131,441,31,1923
20,1,OO,131,260,649,-33
29,6,MQ,870,441,896,188
29,7,HA,123,260,1554,433
17,6,HA,983,123,234,1269
5,6,VX,260,441,968,1518
28,3,US,870,983,1584,691
27,2,F9,441,260,1247,-8
21,4,YV,983,260,1079,1951
27,7,DL,260,131,1433,1256
10,2,DL,983,870,16,422
24,2,MQ,131,260,1144,804
28,1,AS,441,870,619,1064
17,6,AA,224,441,402,907
28,2,9E,441,870,542,1113
26,6,VX,260,123,1617,1196
17,6,US,870,224,857,1806
6,2,DL,983,123,1885,461
26,5,AA,123,983,1251,1473
30,2,F9,123,224,1002,1931
8,2,EV,441,123,869,681
29,1,AA,870,131,1490,1164
22,4,9E,123,131,507,845
11,3,AA,131,983,1697,673
2,6,F9,224,123,424,1127
26,6,B6,983,441,800,61
27,1,DL,441,870,1996,1419
26,4,AA,983,441,1044,396
14,3,DL,131,224,1465,1022
27,1,B6,123,983,1985,459
10,1,MQ,224,260,576,1426
1,2,MQ,123,260,632,697
24,7,B6,441,224,790,456
11,7,B6,441,131,1059,664
11,1,FL,870,224,463,309
26,7,EV,441,983,1507,281
25,1,US,123,441,816,481
11,5,OO,123,260,1957,1117
27,7,EV,441,224,1101,910
27,1,AS,441,983,400,1818
28,1,OO,131,260,1565,889
4,5,B6,123,441,342,1324
24,1,WN,983,224,1726,112
10,1,DL,123,441,1135,461
14,3,UA,260,123,1458,496
1,6,DL,441,260,671,622
7,4,UA,441,870,494,737
5,3,F9,131,870,110,1191
14,6,YV,870,983,287,1643
29,2,YV,870,123,1172,1010
4,2,DL,441,123,1326,1745
26,2,MQ,224,983,576,1167
19,4,AA,260,441,1776,709
18,4,OO,123,870,1689,374
31,7,AA,131,224,458,477
12,3,AA,131,441,998,-43
25,1,WN,224,870,1498,947
2,1,US,983,441,1668,432
26,5,9E,224,983,371,-27
10,3,FL,870,123,1697,166
2,3,WN,983,870,1133,1788
27,4,F9,441,123,407,597
17,1,US,870,131,898,812
8,2,AS,983,260,753,-15
5,4,YV,131,441,1968,1988
7,1,AA,441,224,622,104
23,2,AA,131,983,1387,1538
20,5,DL,983,260,674,957
11,5,UA,983,123,1690,1360
27,3,EV,441,131,1828,952
25,5,UA,441,224,42,928
22,6,AS,983,441,473,-29
9,3,UA,131,983,1007,255
7,1,B6,224,131,1754,1066
29,3,F9,131,983,652,869
21,5,US,224,131,1951,1780
5,4,WN,260,983,799,-86
20,7,US,260,983,1297,-5
15,5,VX,131,983,1067,175
18,5,FL,870,224,1973,160
11,6,FL,123,441,1324,318
4,7,AS,224,123,1461,552
31,1,WN,224,123,1440,1412
13,2,WN,260,983,811,-99
10,7,HA,123,441,729,1209
3,3,VX,131,123,1109,-48
29,6,UA,870,441,1249,1552
28,1,9E,131,983,1497,1714
20,2,HA,224,983,1469,508
28,4,9E,983,870,315,1509
30,7,UA,123,870,1604,1510
29,4,VX,260,983,1169,-45
8,4,UA,870,224,1293,1983
15,1,EV,870,123,128,1630
15,5,VX,131,870,823,652
21,4,F9,983,131,828,1174
14,5,FL,983,224,1961,1192
14,2,HA,123,983,1934,1065
21,3,EV,870,260,1946,783
8,4,AA,224,441,374,117
31,4,OO,870,131,1469,84
10,6,US,983,224,49,739
27,6,B6,983,131,1653,1384
24,5,AA,983,131,1508,346
13,3,OO,131,983,1441,-75
31,3,YV,131,441,1502,1152
7,7,VX,870,123,730,592
18,7,WN,983,224,1557,631
4,5,F9,224,870,257,1770
13,6,US,224,870,1682,1615
20,1,VX,870,224,81,1901
22,4,FL,224,870,699,1593
15,4,EV,983,441,960,1782
14,3,OO,441,870,384,1606
29,2,FL,983,123,1517,350
24,2,HA,441,260,946,945
24,4,FL,260,983,992,975
15,4,9E,131,123,653,1631
26,5,EV,123,983,5,1293
17,7,EV,441,870,900,734
25,1,OO,131,441,-49,805
24,1,UA,441,224,1512,1611
11,2,MQ,870,123,64,1244
18,2,VX,123,131,135,1527
23,2,AS,131,870,1391,1606
3,1,AA,441,131,695,-45
15,7,UA,131,260,1476,772
21,7,DL,131,441,959,125
25,3,B6,260,983,1492,204
21,6,B6,870,260,724,-86
11,3,UA,870,224,693,1617
26,7,DL,123,441,1090,-19
30,1,US,131,260,1859,973
19,5,OO,260,441,1375,936
28,1,FL,260,441,1129,898
3,7,HA,131,870,482,1777
8,3,AS,131,441,977,1000
29,6,DL,983,131,1300,1692
21,1,B6,260,224,1220,441
25,3,UA,870,123,1723,598
12,6,VX,260,983,1639,835
2,3,B6,870,224,466,243
27,4,WN,870,224,836,265
7,7,HA,870,224,1342,1521
8,4,US,131,441,1732,62
21,1,B6,441,260,1248,38
8,3,HA,260,441,389,1654
6,2,US,224,131,1559,654
9,7,HA,123,224,880,1414
25,7,FL,870,123,-33,1221
20,2,EV,870,983,797,1640
17,2,YV,123,870,445,1993
5,3,UA,870,123,1544,1168
11,7,MQ,260,441,388,105
21,5,AA,870,260,1856,21
19,4,AA,123,441,1686,1804
8,6,US,983,260,825,1037
30,4,EV,983,441,1564,362
29,6,WN,260,983,746,907
14,6,EV,870,123,-30,222
22,2,HA,260,224,184,636
8,4,OO,224,123,553,1650
15,2,AA,131,983,253,1583
7,3,DL,131,123,748,1013
13,2,US,224,123,-64,1024
29,5,US,224,983,308,214
17,6,MQ,441,870,555,198
29,3,MQ,260,123,1446,1929
17,4,MQ,131,983,694,982
30,4,WN,870,260,1535,427
2,1,OO,131,224,755,1832
29,5,YV,123,224,1923,1090
28,3,MQ,260,870,1979,1299
17,7,FL,123,131,1423,1747
9,6,US,123,983,1326,939
8,3,OO,224,131,940,604
19,3,MQ,123,260,83,1326
22,7,YV,260,983,981,1992
8,1,B6,131,260,1643,102
25,6,YV,131,123,1405,801
22,6,UA,131,224,1439,1749
26,1,DL,260,870,932,642
19,5,MQ,870,123,1584,1274
27,7,AS,983,441,707,785
21,1,UA,260,131,789,1583
15,7,EV,224,983,1486,1929
9,7,YV,131,123,153,1311
26,6,AS,441,260,925,1325
19,2,UA,260,224,663,973
10,5,DL,131,123,1735,960
6,1,HA,983,131,300,62
29,4,VX,983,131,1537,952
3,5,9E,260,870,239,1473
16,1,9E,983,441,324,1943
15,7,AS,131,441,384,22
14,2,F9,983,870,1585,630
14,2,AA,260,983,638,1293
22,6,OO,260,441,1597,1280
11,4,VX,260,224,1616,1501
14,7,DL,870,224,796,494
4,6,FL,260,123,1035,1217
3,3,9E,131,870,1876,1977
29,3,B6,260,983,1325,171
14,5,HA,131,260,549,1869
31,2,AA,441,870,1993,488
4,1,UA,224,870,1615,-54
8,6,DL,224,260,1032,1725
5,4,FL,441,224,427,1016
30,7,OO,224,441,1192,300
5,3,VX,123,870,1727,164
3,1,9E,131,983,1709,1708
13,2,B6,870,123,1193,712
20,7,VX,131,123,482,1803
29,7,B6,131,870,282,168
18,2,9E,131,224,999,50
14,6,AA,260,224,2000,820
18,6,YV,983,441,1055,769
10,1,US,983,441,1088,551
10,5,UA,260,123,928,633
13,4,US,131,870,1675,1748
25,5,WN,983,224,1575,212
21,2,F9,983,260,1156,256
24,2,OO,260,224,734,670
31,4,AS,260,224,112,295
10,3,AS,131,441,146,497
10,2,YV,123,131,856,1360
4,5,F9,131,260,281,1192
17,4,9E,870,441,1030,568
3,7,FL,131,870,-49,1182
29,5,YV,224,441,12,45
2,4,FL,123,131,1071,1647
5,1,F9,260,983,520,1344
9,3,MQ,870,224,1788,1599
27,5,F9,260,224,55,1636
9,3,WN,870,983,1622,1929
15,1,YV,123,224,92,174
19,3,UA,260,123,1880,1347
29,5,F9,224,131,1303,1755
23,2,YV,131,983,280,321
25,1,UA,870,441,1552,337
23,6,OO,441,123,231,1953
26,3,EV,131,870,1372,389
29,4,F9,131,441,866,741
9,1,YV,870,131,177,1391
12,7,VX,870,123,624,334
27,1,9E,123,260,1895,186
25,3,AA,260,131,1678,1245
11,7,AA,870,131,125,693
29,5,WN,870,123,159,1139
19,1,AA,870,224,480,1783
6,2,OO,441,983,1973,695
14,2,MQ,870,441,353,1026
3,2,VX,870,123,-27,1416
23,2,F9,870,441,1550,1488
29,2,VX,131,224,448,113
10,2,B6,123,224,930,1986
14,2,DL,260,870,503,1950
17,1,EV,870,224,-27,727
13,6,US,123,131,686,1393
7,6,UA,131,123,1966,664
8,4,AS,441,870,1729,479
22,5,B6,983,260,1941,362
7,5,B6,441,224,1913,508
18,5,FL,224,260,821,649
27,4,US,441,260,1154,279
29,5,OO,260,224,102,1425
26,3,DL,983,260,1274,1117
12,2,FL,870,983,1108,361
27,5,AA,224,870,1853,40
24,6,AS,260,224,380,1036
1,6,OO,441,123,301,1833
15,5,WN,260,131,1930,1359
23,4,DL,441,224,-98,1030
25,3,US,260,983,1940,1054
28,3,MQ,224,870,1808,779
6,4,UA,870,224,723,1747
10,3,OO,224,983,393,569
30,5,US,224,870,199,1088
29,2,WN,441,260,564,90
4,7,F9,123,131,1316,1992
28,3,AA,983,224,450,1884
30,5,UA,123,131,866,1979
20,4,DL,260,441,1682,964
7,7,OO,123,260,1003,1505
18,7,F9,260,870,1654,811
20,2,9E,870,260,1528,183
24,5,MQ,123,983,357,-6
10,7,OO,983,441,1067,5
26,6,US,983,123,323,1265
20,1,WN,131,983,148,893
21,7,FL,983,870,1789,-57
1,6,UA,870,123,62,138
4,4,B6,260,131,1388,902
18,1,YV,870,224,1878,973
20,5,AS,123,131,1839,1708
7,1,B6,983,441,1384,1089
3,4,AS,983,441,778,899
19,5,F9,441,260,862,1480
31,1,AA,260,870,1764,932
28,7,WN,260,123,462,1911
16,1,YV,441,983,666,692
15,3,UA,123,441,1838,1566
4,4,US,260,441,932,310
27,1,AA,441,224,736,559
14,3,VX,224,123,628,-12
14,4,FL,870,441,1953,884
19,6,AS,870,123,237,18
23,6,FL,224,131,1551,724
22,1,FL,441,131,1684,1178
28,6,F9,260,131,123,845
4,6,FL,123,983,595,1664
26,5,EV,983,441,1709,1795
31,6,FL,224,131,1312,1817
14,2,WN,131,224,338,422
11,6,MQ,224,123,508,1240
2,1,EV,224,870,263,338
30,1,OO,224,260,770,150
21,2,FL,260,123,257,457
7,6,WN,983,441,1334,422
2,1,AA,260,123,1714,1017
30,7,AA,983,224,1325,109
30,5,EV,123,131,173,1790
17,1,UA,123,983,405,241
27,7,US,441,123,-5,1140
27,2,US,123,224,144,210
29,5,YV,123,224,1257,145
13,4,AA,131,224,699,125
8,5,DL,131,870,1697,287
31,2,OO,983,131,340,281
12,1,AS,123,983,400,947
18,5,B6,870,441,1926,1202
3,1,UA,260,870,831,1111
8,3,EV,131,441,552,1815
31,4,FL,983,224,1133,1837
24,1,UA,131,260,650,840
31,6,AS,441,224,1851,1282
28,1,OO,123,131,691,1358
7,6,VX,441,870,1006,43
22,3,US,441,260,1972,199
12,3,YV,123,131,1846,247
15,7,YV,870,123,1378,1834
30,2,YV,870,260,192,138
13,1,AA,260,441,1067,606
8,1,OO,260,123,746,1329
13,5,F9,224,131,1950,168
27,4,DL,983,131,-62,1812
28,5,VX,260,441,376,1656
2,7,US,131,123,905,967
11,3,AA,441,870,1697,1118
9,3,AS,131,123,870,973
24,5,FL,983,870,1537,1533
25,2,UA,224,870,292,340
18,2,HA,441,224,1044,1146
30,3,FL,123,983,552,1792
22,4,EV,870,260,679,1413
20,7,WN,131,260,380,1506
3,2,B6,123,260,377,893
21,4,YV,260,441,176,1831
26,4,FL,441,131,889,139
30,7,YV,131,123,1833,476
18,3,AA,260,983,112,-79
31,2,US,260,870,6,1013
13,6,VX,870,441,-85,1269
14,5,DL,260,123,647,1388
24,2,YV,441,983,709,1784
9,1,YV,441,131,-55,977
1,2,9E,123,131,394,1580
16,4,F9,441,123,681,1941
15,7,MQ,131,441,31,-40
26,7,HA,983,224,129,374
6,3,B6,441,131,1651,1055
9,5,UA,870,123,1200,87
3,2,YV,224,260,1103,1008
4,7,UA,260,870,1449,1367
27,4,B6,123,224,1224,27
9,5,MQ,123,870,1991,510
5,7,AA,870,131,235,486
23,7,B6,123,224,1205,486
2,4,WN,870,224,1832,1394
11,6,YV,441,870,325,1970
26,4,F9,870,131,1404,-36
14,7,YV,260,123,902,1635
15,7,9E,983,131,506,762
12,1,B6,123,441,-68,221
17,2,EV,260,870,834,1251
3,5,AA,260,870,707,1578
4,4,WN,870,441,1376,1977
17,7,MQ,131,123,1806,1447
3,6,YV,123,870,216,441
23,1,YV,983,260,1309,987
20,1,OO,131,224,553,1616
26,5,HA,983,123,1004,1019
9,1,FL,983,224,1271,1181
31,1,AA,131,260,1993,1770
16,3,WN,870,123,1447,911
19,1,HA,983,870,1978,180
25,5,HA,131,870,561,149
31,6,HA,123,870,1508,1247
15,1,B6,983,224,401,441
19,2,YV,870,131,458,446
30,4,WN,983,131,269,797
16,4,VX,983,131,78,295
1,6,WN,224,123,439,969
3,1,US,983,224,1917,335
25,4,US,131,224,450,638
4,6,DL,260,870,1548,964
27,7,WN,870,260,1363,1609
9,1,AS,983,131,652,243
7,7,YV,441,123,993,1748
10,3,WN,224,870,1930,201
23,2,AS,224,123,1725,1671
3,3,UA,441,983,1842,457
8,1,EV,123,441,913,1450
26,5,AA,131,224,591,1954
15,4,OO,224,131,622,631
16,7,EV,260,123,214,782
27,6,MQ,983,123,673,1566
25,7,AS,870,131,1079,476
7,4,OO,870,131,1871,1043
7,2,AS,983,870,1258,1749
30,3,UA,123,131,1011,1682
16,2,YV,131,983,1546,73
30,6,FL,983,123,279,1858
16,1,VX,870,123,1074,1012
21,5,HA,983,224,1450,773
9,4,AA,260,224,-55,1170
22,6,UA,224,131,1219,1010
6,1,AA,870,123,1706,850
18,1,AA,123,870,1459,642
8,5,OO,983,224,1693,1504
31,3,HA,441,870,420,809
18,4,US,131,123,109,1385
10,1,AS,131,260,2000,651
27,3,B6,983,870,173,-84
24,3,VX,260,224,1750,87
14,1,WN,441,123,779,986
17,1,DL,870,224,1523,904
30,6,YV,870,123,588,188
