DayOfMonth,DayOfWeek,Carrier,OriginAirportID,DestAirportID,DepDelay,ArrDelay,distance,flight_time
6,5,VX,3,886,29,541,846.0814777372083,1.051
20,7,WN,3,342,1177,187,3665.1453832726484,4.552
9,7,OO,342,332,403,1599,1489.3221786415754,1.85
11,7,9E,792,109,1213,1956,1757.5144378014597,2.183
24,3,WN,3,792,1309,1816,8915.228993127932,11.074
31,1,MQ,886,342,1744,355,3029.839200755093,3.763
9,2,YV,792,13796,1956,767,5724.425114422574,7.111
17,7,YV,342,13796,780,498,947.0295464431748,1.176
26,4,VX,3,13796,1645,1212,3766.5306391462927,4.678
18,6,AS,792,342,424,1946,5375.959018836008,6.678
25,5,AS,3,792,1654,1150,8915.228993127932,11.074
9,6,AA,792,342,674,23,5375.959018836008,6.678
5,6,B6,342,332,1129,857,1489.3221786415754,1.85
11,7,AS,886,3,1370,724,846.0814777372083,1.051
6,2,F9,109,3,919,1151,7279.162725889051,9.042
24,2,HA,3,792,1329,1487,8915.228993127932,11.074
26,2,F9,886,109,1601,1394,6552.633501250248,8.139
22,3,AS,3,886,509,-79,846.0814777372083,1.051
27,6,DL,3,13796,363,726,3766.5306391462927,4.678
15,6,VX,13796,342,199,219,947.0295464431748,1.176
15,4,DL,792,342,306,1172,5375.959018836008,6.678
30,1,UA,332,3,342,1458,4674.552336619661,5.806
7,1,UA,3,13796,896,1019,3766.5306391462927,4.678
3,1,UA,13796,109,1795,1558,3967.0282495914184,4.927
19,7,EV,792,332,1441,727,4249.405851578451,5.278
29,6,UA,109,886,-8,1411,6552.633501250248,8.139
20,7,F9,886,342,394,1418,3029.839200755093,3.763
21,5,EV,332,3,154,24,4674.552336619661,5.806
28,3,AS,342,109,805,-39,3661.994203798179,4.549
15,4,MQ,332,13796,466,-43,2326.057237259234,2.889
11,4,AS,342,886,498,1728,3029.839200755093,3.763
21,2,DL,342,886,609,1467,3029.839200755093,3.763
30,2,VX,3,13796,1723,1608,3766.5306391462927,4.678
23,6,B6,342,13796,259,1167,947.0295464431748,1.176
24,1,YV,13796,332,1291,836,2326.057237259234,2.889
17,7,OO,3,109,221,1031,7279.162725889051,9.042
28,2,WN,332,792,1095,448,4249.405851578451,5.278
1,7,VX,109,13796,953,1462,3967.0282495914184,4.927
31,2,HA,332,792,1973,159,4249.405851578451,5.278
10,6,F9,886,3,1181,1172,846.0814777372083,1.051
12,5,AS,3,332,1843,963,4674.552336619661,5.806
26,5,AS,13796,109,1901,1276,3967.0282495914184,4.927
31,5,OO,13796,109,563,1150,3967.0282495914184,4.927
15,5,FL,792,109,666,1078,1757.5144378014597,2.183
23,3,DL,792,3,1045,520,8915.228993127932,11.074
1,1,AS,332,3,1536,385,4674.552336619661,5.806
15,5,US,332,886,1045,1422,3893.6439113504675,4.836
24,7,AA,13796,109,1318,1702,3967.0282495914184,4.927
18,4,VX,342,109,424,1665,3661.994203798179,4.549
28,7,HA,109,13796,870,1286,3967.0282495914184,4.927
30,6,DL,3,13796,33,423,3766.5306391462927,4.678
24,3,HA,342,792,1270,650,5375.959018836008,6.678
12,4,HA,3,342,1761,1896,3665.1453832726484,4.552
7,1,FL,342,3,1369,547,3665.1453832726484,4.552
17,6,OO,792,3,30,403,8915.228993127932,11.074
24,7,B6,13796,332,156,1722,2326.057237259234,2.889
16,2,HA,792,332,1394,703,4249.405851578451,5.278
29,3,FL,886,13796,409,1279,3313.4138607753753,4.116
14,5,AS,332,792,1175,802,4249.405851578451,5.278
29,5,OO,109,886,186,1774,6552.633501250248,8.139
11,6,HA,332,13796,1327,243,2326.057237259234,2.889
26,7,9E,332,792,613,1254,4249.405851578451,5.278
24,4,HA,886,13796,1638,1049,3313.4138607753753,4.116
25,2,B6,13796,342,1663,237,947.0295464431748,1.176
1,6,F9,3,13796,1623,1848,3766.5306391462927,4.678
5,6,OO,109,792,1871,1253,1757.5144378014597,2.183
8,4,YV,332,792,460,93,4249.405851578451,5.278
15,7,UA,342,109,47,1472,3661.994203798179,4.549
19,1,F9,886,109,1185,1521,6552.633501250248,8.139
19,7,9E,109,792,1093,222,1757.5144378014597,2.183
27,5,MQ,886,792,741,306,8143.046916192439,10.115
3,3,VX,3,332,1201,1178,4674.552336619661,5.806
13,6,F9,332,13796,307,69,2326.057237259234,2.889
23,6,DL,886,342,905,1574,3029.839200755093,3.763
8,6,UA,13796,3,401,1232,3766.5306391462927,4.678
5,5,EV,3,13796,1651,1350,3766.5306391462927,4.678
7,6,AA,886,332,1703,884,3893.6439113504675,4.836
17,4,EV,3,109,1091,1993,7279.162725889051,9.042
11,3,AS,792,342,714,21,5375.959018836008,6.678
21,3,US,332,886,1746,1901,3893.6439113504675,4.836
4,6,AS,886,792,1620,1318,8143.046916192439,10.115
17,2,B6,3,332,1544,901,4674.552336619661,5.806
29,3,MQ,13796,3,892,1675,3766.5306391462927,4.678
11,4,UA,13796,332,1797,1971,2326.057237259234,2.889
13,7,AA,3,886,1756,139,846.0814777372083,1.051
1,4,VX,13796,792,1651,1647,5724.425114422574,7.111
19,6,UA,332,886,-22,1378,3893.6439113504675,4.836
14,1,AA,342,13796,1623,2000,947.0295464431748,1.176
12,3,HA,109,886,456,1478,6552.633501250248,8.139
16,3,B6,3,792,963,162,8915.228993127932,11.074
9,1,9E,13796,342,700,1685,947.0295464431748,1.176
17,7,HA,109,792,1203,1488,1757.5144378014597,2.183
1,1,F9,332,3,-69,1899,4674.552336619661,5.806
21,2,B6,332,886,782,494,3893.6439113504675,4.836
19,1,MQ,886,332,333,1857,3893.6439113504675,4.836
4,4,US,109,13796,-89,298,3967.0282495914184,4.927
31,1,YV,3,109,1382,1770,7279.162725889051,9.042
1,1,AA,886,342,1665,1700,3029.839200755093,3.763
24,2,F9,342,792,1585,437,5375.959018836008,6.678
26,1,US,792,109,427,820,1757.5144378014597,2.183
4,7,VX,13796,109,1687,1280,3967.0282495914184,4.927
3,4,OO,3,342,722,218,3665.1453832726484,4.552
28,5,YV,13796,332,1086,907,2326.057237259234,2.889
11,2,OO,332,13796,1647,646,2326.057237259234,2.889
11,5,MQ,3,792,1914,1632,8915.228993127932,11.074
3,1,F9,342,792,1212,1691,5375.959018836008,6.678
21,7,US,3,886,351,1470,846.0814777372083,1.051
4,4,FL,13796,109,1820,291,3967.0282495914184,4.927
9,5,HA,3,792,1593,605,8915.228993127932,11.074
28,6,HA,109,332,1076,397,2721.448309465295,3.38
1,2,HA,13796,792,1060,1547,5724.425114422574,7.111
16,3,WN,332,342,1968,1706,1489.3221786415754,1.85
10,6,AS,792,886,1652,1191,8143.046916192439,10.115
9,5,F9,792,342,370,1900,5375.959018836008,6.678
18,6,FL,13796,109,333,420,3967.0282495914184,4.927
17,5,OO,792,3,1829,1044,8915.228993127932,11.074
29,7,UA,3,332,137,792,4674.552336619661,5.806
11,1,HA,3,332,1171,1453,4674.552336619661,5.806
18,6,WN,792,332,1223,1612,4249.405851578451,5.278
30,4,MQ,109,3,1908,991,7279.162725889051,9.042
29,4,EV,792,886,835,1161,8143.046916192439,10.115
11,6,MQ,332,13796,919,979,2326.057237259234,2.889
1,4,UA,3,332,1778,454,4674.552336619661,5.806
24,5,YV,109,342,1626,1466,3661.994203798179,4.549
25,2,AA,792,886,1624,1943,8143.046916192439,10.115
28,2,MQ,342,332,776,1439,1489.3221786415754,1.85
16,4,9E,886,342,1175,288,3029.839200755093,3.763
29,6,9E,332,342,731,1821,1489.3221786415754,1.85
25,7,B6,332,342,661,125,1489.3221786415754,1.85
22,3,AA,332,13796,905,1273,2326.057237259234,2.889
6,4,B6,342,109,1889,711,3661.994203798179,4.549
30,2,AA,342,3,764,226,3665.1453832726484,4.552
14,4,VX,342,332,1052,1684,1489.3221786415754,1.85
4,7,9E,342,792,1845,1983,5375.959018836008,6.678
16,6,YV,3,109,1997,1147,7279.162725889051,9.042
21,6,OO,792,109,1356,1805,1757.5144378014597,2.183
16,1,B6,342,109,1097,254,3661.994203798179,4.549
27,3,WN,886,109,174,121,6552.633501250248,8.139
23,2,MQ,886,109,1351,294,6552.633501250248,8.139
28,6,HA,332,109,444,1920,2721.448309465295,3.38
31,4,VX,342,109,1643,1135,3661.994203798179,4.549
1,2,FL,13796,332,1478,1255,2326.057237259234,2.889
8,1,US,332,342,472,971,1489.3221786415754,1.85
9,7,FL,332,3,61,1714,4674.552336619661,5.806
28,1,MQ,886,792,784,1281,8143.046916192439,10.115
10,5,UA,13796,109,1851,1690,3967.0282495914184,4.927
23,6,WN,332,13796,189,24,2326.057237259234,2.889
26,6,FL,109,792,1857,120,1757.5144378014597,2.183
7,5,WN,792,3,1719,1531,8915.228993127932,11.074
23,7,YV,332,13796,1584,1910,2326.057237259234,2.889
4,6,HA,886,13796,1273,1128,3313.4138607753753,4.116
13,7,EV,342,792,1049,828,5375.959018836008,6.678
12,6,HA,3,332,1997,683,4674.552336619661,5.806
18,7,UA,342,792,903,171,5375.959018836008,6.678
2,5,US,13796,332,74,1177,2326.057237259234,2.889
28,2,9E,332,3,325,1747,4674.552336619661,5.806
13,6,9E,332,13796,650,897,2326.057237259234,2.889
24,2,HA,3,886,217,737,846.0814777372083,1.051
5,3,EV,792,342,1097,1701,5375.959018836008,6.678
19,4,VX,332,109,565,206,2721.448309465295,3.38
26,4,AS,3,886,477,627,846.0814777372083,1.051
27,1,OO,332,3,456,1930,4674.552336619661,5.806
25,2,EV,792,109,1295,255,1757.5144378014597,2.183
1,6,OO,886,792,1627,866,8143.046916192439,10.115
5,3,AA,332,13796,1024,1495,2326.057237259234,2.889
20,4,US,3,332,277,1523,4674.552336619661,5.806
16,1,9E,886,13796,1337,1883,3313.4138607753753,4.116
11,6,WN,332,886,1978,1685,3893.6439113504675,4.836
15,5,UA,13796,3,1737,1794,3766.5306391462927,4.678
29,4,B6,332,342,628,169,1489.3221786415754,1.85
19,2,EV,109,3,1917,1455,7279.162725889051,9.042
16,1,OO,342,3,-54,-95,3665.1453832726484,4.552
21,4,WN,13796,3,558,1033,3766.5306391462927,4.678
6,4,AS,792,3,702,-100,8915.228993127932,11.074
8,5,OO,342,332,1950,63,1489.3221786415754,1.85
14,3,AS,886,792,259,1598,8143.046916192439,10.115
24,7,AS,109,342,1993,1892,3661.994203798179,4.549
20,6,HA,342,792,630,-69,5375.959018836008,6.678
19,2,FL,13796,342,1448,1549,947.0295464431748,1.176
1,6,HA,109,886,1826,1403,6552.633501250248,8.139
26,4,UA,792,342,1075,1242,5375.959018836008,6.678
23,4,US,886,342,778,-83,3029.839200755093,3.763
9,6,WN,109,13796,1079,740,3967.0282495914184,4.927
4,2,F9,332,109,514,609,2721.448309465295,3.38
12,1,9E,792,886,211,465,8143.046916192439,10.115
13,3,MQ,13796,886,1429,-88,3313.4138607753753,4.116
27,3,UA,109,792,1716,851,1757.5144378014597,2.183
25,5,F9,332,792,1636,1628,4249.405851578451,5.278
26,6,9E,13796,3,1912,1695,3766.5306391462927,4.678
7,5,F9,886,332,1957,143,3893.6439113504675,4.836
2,1,F9,886,332,944,1194,3893.6439113504675,4.836
17,6,WN,109,342,1017,363,3661.994203798179,4.549
21,5,MQ,342,886,1493,1859,3029.839200755093,3.763
22,7,MQ,109,13796,731,906,3967.0282495914184,4.927
24,2,YV,109,13796,1659,1998,3967.0282495914184,4.927
24,7,VX,13796,109,512,1315,3967.0282495914184,4.927
31,4,HA,109,332,1676,319,2721.448309465295,3.38
6,6,F9,886,792,921,1262,8143.046916192439,10.115
26,7,MQ,332,886,1865,1909,3893.6439113504675,4.836
21,3,F9,13796,342,366,2,947.0295464431748,1.176
9,5,VX,886,109,24,706,6552.633501250248,8.139
6,5,UA,13796,792,135,1516,5724.425114422574,7.111
24,2,WN,886,13796,1677,658,3313.4138607753753,4.116
29,1,YV,109,332,1555,1703,2721.448309465295,3.38
15,7,WN,886,342,1715,837,3029.839200755093,3.763
16,1,EV,342,109,85,1369,3661.994203798179,4.549
15,3,WN,342,109,1953,832,3661.994203798179,4.549
12,2,OO,13796,332,1049,75,2326.057237259234,2.889
6,3,F9,342,886,1488,380,3029.839200755093,3.763
8,2,F9,332,342,1045,1834,1489.3221786415754,1.85
13,3,B6,886,13796,1021,354,3313.4138607753753,4.116
27,4,VX,109,3,232,766,7279.162725889051,9.042
10,1,VX,13796,109,875,1392,3967.0282495914184,4.927
9,4,VX,886,13796,735,1326,3313.4138607753753,4.116
26,4,US,886,13796,41,-54,3313.4138607753753,4.116
18,6,AS,886,13796,828,1981,3313.4138607753753,4.116
23,3,DL,342,3,10,1992,3665.1453832726484,4.552
29,6,FL,886,3,996,1182,846.0814777372083,1.051
30,3,EV,342,332,994,17,1489.3221786415754,1.85
25,4,MQ,792,109,1312,1897,1757.5144378014597,2.183
8,7,AS,792,3,1217,861,8915.228993127932,11.074
20,5,VX,886,792,310,151,8143.046916192439,10.115
24,5,YV,886,3,1769,483,846.0814777372083,1.051
5,6,WN,13796,3,1159,1451,3766.5306391462927,4.678
3,7,US,342,3,891,870,3665.1453832726484,4.552
5,4,DL,332,3,456,1785,4674.552336619661,5.806
24,1,OO,3,792,1618,1826,8915.228993127932,11.074
14,6,MQ,3,342,58,1207,3665.1453832726484,4.552
12,2,VX,332,792,-60,379,4249.405851578451,5.278
29,7,EV,886,109,534,53,6552.633501250248,8.139
28,1,AA,886,792,3,1548,8143.046916192439,10.115
22,1,UA,109,3,1398,1318,7279.162725889051,9.042
28,5,FL,109,13796,488,958,3967.0282495914184,4.927
12,4,US,792,3,648,768,8915.228993127932,11.074
4,3,AS,13796,3,1045,243,3766.5306391462927,4.678
26,7,UA,13796,109,249,1731,3967.0282495914184,4.927
20,2,HA,886,109,112,876,6552.633501250248,8.139
11,4,US,109,332,70,1872,2721.448309465295,3.38
24,6,WN,332,792,1412,166,4249.405851578451,5.278
27,7,HA,332,886,1584,358,3893.6439113504675,4.836
26,2,OO,342,332,1093,68,1489.3221786415754,1.85
21,1,EV,342,109,1757,681,3661.994203798179,4.549
13,5,MQ,332,342,495,183,1489.3221786415754,1.85
5,5,YV,792,3,1524,452,8915.228993127932,11.074
31,2,DL,109,3,666,1075,7279.162725889051,9.042
5,1,UA,332,792,93,1212,4249.405851578451,5.278
18,2,B6,886,332,293,513,3893.6439113504675,4.836
2,3,UA,342,886,1624,1235,3029.839200755093,3.763
30,5,EV,792,109,1013,1015,1757.5144378014597,2.183
28,2,WN,332,109,1346,1160,2721.448309465295,3.38
20,7,FL,886,332,1946,110,3893.6439113504675,4.836
9,5,YV,342,792,1153,1833,5375.959018836008,6.678
13,4,F9,332,792,821,12,4249.405851578451,5.278
2,7,UA,3,342,1507,-73,3665.1453832726484,4.552
10,3,VX,109,342,342,1377,3661.994203798179,4.549
5,7,MQ,332,3,1270,115,4674.552336619661,5.806
21,3,VX,886,3,1672,126,846.0814777372083,1.051
1,3,DL,3,792,1994,1377,8915.228993127932,11.074
23,4,WN,342,792,1250,1885,5375.959018836008,6.678
7,7,OO,109,3,918,294,7279.162725889051,9.042
16,3,MQ,109,792,1790,522,1757.5144378014597,2.183
2,6,HA,109,3,1233,524,7279.162725889051,9.042
26,7,VX,332,342,-26,410,1489.3221786415754,1.85
15,4,9E,332,13796,1936,191,2326.057237259234,2.889
6,3,MQ,3,792,589,230,8915.228993127932,11.074
27,6,AA,332,3,435,1689,4674.552336619661,5.806
25,6,F9,342,886,860,1886,3029.839200755093,3.763
21,5,B6,886,13796,797,921,3313.4138607753753,4.116
29,5,MQ,332,109,300,977,2721.448309465295,3.38
8,4,DL,792,13796,749,1164,5724.425114422574,7.111
26,2,FL,886,13796,1714,982,3313.4138607753753,4.116
26,3,WN,342,13796,1210,1552,947.0295464431748,1.176
14,7,AA,109,886,1266,66,6552.633501250248,8.139
23,3,UA,332,3,781,374,4674.552336619661,5.806
27,3,AA,792,886,279,1186,8143.046916192439,10.115
22,5,US,792,13796,1759,336,5724.425114422574,7.111
2,4,YV,109,342,1021,336,3661.994203798179,4.549
29,5,B6,3,792,1323,367,8915.228993127932,11.074
14,4,EV,792,3,1297,934,8915.228993127932,11.074
3,1,DL,332,886,1565,1388,3893.6439113504675,4.836
30,4,VX,886,13796,1653,1382,3313.4138607753753,4.116
22,3,MQ,792,3,1534,800,8915.228993127932,11.074
14,4,UA,886,3,1342,86,846.0814777372083,1.051
8,3,AS,13796,342,443,854,947.0295464431748,1.176
4,7,WN,3,109,641,655,7279.162725889051,9.042
9,5,AS,886,3,341,1505,846.0814777372083,1.051
13,2,MQ,332,792,1554,792,4249.405851578451,5.278
18,1,UA,342,792,746,722,5375.959018836008,6.678
12,1,HA,332,342,216,706,1489.3221786415754,1.85
4,7,B6,792,886,1719,-81,8143.046916192439,10.115
17,3,OO,13796,886,668,1116,3313.4138607753753,4.116
27,5,HA,792,886,1725,599,8143.046916192439,10.115
8,7,B6,342,13796,1876,1457,947.0295464431748,1.176
23,7,WN,332,109,557,596,2721.448309465295,3.38
18,3,9E,792,109,707,392,1757.5144378014597,2.183
23,7,US,13796,342,1929,1146,947.0295464431748,1.176
15,3,YV,332,109,1021,13,2721.448309465295,3.38
7,5,OO,3,886,520,1619,846.0814777372083,1.051
16,3,WN,332,342,1298,1699,1489.3221786415754,1.85
19,7,AA,886,109,1476,410,6552.633501250248,8.139
24,3,9E,109,13796,511,1246,3967.0282495914184,4.927
17,1,US,332,3,967,1267,4674.552336619661,5.806
19,6,F9,792,332,1085,327,4249.405851578451,5.278
17,4,MQ,792,13796,1174,928,5724.425114422574,7.111
31,4,EV,332,3,1749,96,4674.552336619661,5.806
22,4,9E,3,342,380,1146,3665.1453832726484,4.552
7,2,OO,792,3,1331,634,8915.228993127932,11.074
27,3,VX,332,3,291,1030,4674.552336619661,5.806
4,4,AS,886,342,213,1336,3029.839200755093,3.763
7,4,WN,886,13796,1006,-71,3313.4138607753753,4.116
3,2,9E,342,109,193,1912,3661.994203798179,4.549
1,5,DL,109,332,1894,355,2721.448309465295,3.38
16,6,B6,109,792,1125,1312,1757.5144378014597,2.183
19,3,B6,332,792,1045,1371,4249.405851578451,5.278
25,2,OO,792,109,771,1471,1757.5144378014597,2.183
31,7,YV,109,332,616,1514,2721.448309465295,3.38
3,7,AA,886,342,953,888,3029.839200755093,3.763
29,1,VX,109,3,1173,473,7279.162725889051,9.042
23,2,HA,3,886,-5,28,846.0814777372083,1.051
26,3,VX,886,332,1028,927,3893.6439113504675,4.836
8,1,DL,792,332,1446,-90,4249.405851578451,5.278
23,6,B6,792,3,94,1995,8915.228993127932,11.074
16,2,HA,332,109,116,16,2721.448309465295,3.38
21,7,VX,13796,886,879,468,3313.4138607753753,4.116
6,2,HA,3,886,1932,809,846.0814777372083,1.051
20,7,US,3,886,142,972,846.0814777372083,1.051
5,6,VX,3,13796,83,1259,3766.5306391462927,4.678
9,4,MQ,109,332,1360,763,2721.448309465295,3.38
6,4,UA,792,13796,965,743,5724.425114422574,7.111
28,2,YV,332,792,677,1150,4249.405851578451,5.278
4,2,UA,3,792,1679,1112,8915.228993127932,11.074
2,6,VX,13796,886,153,4,3313.4138607753753,4.116
20,6,YV,109,3,540,1813,7279.162725889051,9.042
23,3,EV,792,332,958,892,4249.405851578451,5.278
10,1,EV,332,886,264,719,3893.6439113504675,4.836
14,3,AA,886,792,540,1377,8143.046916192439,10.115
14,1,AA,792,13796,1590,420,5724.425114422574,7.111
19,6,FL,109,342,585,675,3661.994203798179,4.549
7,3,YV,109,792,668,1207,1757.5144378014597,2.183
12,5,FL,109,792,537,1235,1757.5144378014597,2.183
16,3,OO,332,342,1219,620,1489.3221786415754,1.85
20,4,YV,109,792,1355,1530,1757.5144378014597,2.183
4,2,US,792,3,1684,726,8915.228993127932,11.074
14,4,WN,109,13796,1634,1321,3967.0282495914184,4.927
2,2,EV,3,886,-87,220,846.0814777372083,1.051
21,1,MQ,13796,3,819,1919,3766.5306391462927,4.678
21,7,9E,792,13796,631,201,5724.425114422574,7.111
24,5,HA,792,3,1275,1081,8915.228993127932,11.074
25,7,YV,342,792,1081,1974,5375.959018836008,6.678
21,2,WN,109,342,720,420,3661.994203798179,4.549
12,7,AS,792,13796,781,47,5724.425114422574,7.111
31,3,MQ,109,13796,1291,608,3967.0282495914184,4.927
3,4,HA,332,792,1073,1455,4249.405851578451,5.278
31,7,WN,886,332,521,947,3893.6439113504675,4.836
31,3,OO,886,332,1214,1600,3893.6439113504675,4.836
18,1,EV,332,3,59,773,4674.552336619661,5.806
6,2,B6,3,332,472,758,4674.552336619661,5.806
31,3,B6,109,792,632,295,1757.5144378014597,2.183
20,5,MQ,3,886,458,682,846.0814777372083,1.051
12,3,B6,13796,109,972,418,3967.0282495914184,4.927
27,2,F9,13796,886,1589,422,3313.4138607753753,4.116
9,3,HA,332,792,1844,335,4249.405851578451,5.278
2,3,US,792,342,410,1508,5375.959018836008,6.678
28,4,OO,886,109,1948,32,6552.633501250248,8.139
22,1,UA,3,332,311,752,4674.552336619661,5.806
18,3,FL,13796,886,701,616,3313.4138607753753,4.116
13,2,US,342,3,1355,1000,3665.1453832726484,4.552
22,1,HA,886,109,687,1484,6552.633501250248,8.139
19,6,HA,3,342,254,43,3665.1453832726484,4.552
15,1,YV,3,792,913,620,8915.228993127932,11.074
18,1,UA,13796,342,1101,1295,947.0295464431748,1.176
15,5,OO,792,13796,1690,562,5724.425114422574,7.111
1,2,HA,342,886,1250,1659,3029.839200755093,3.763
22,5,MQ,792,332,-41,1675,4249.405851578451,5.278
3,5,UA,109,3,-50,1873,7279.162725889051,9.042
14,4,VX,342,109,790,343,3661.994203798179,4.549
4,6,AS,109,342,1784,1017,3661.994203798179,4.549
6,2,EV,886,332,-65,47,3893.6439113504675,4.836
3,3,US,13796,792,363,1925,5724.425114422574,7.111
17,7,VX,3,792,791,1755,8915.228993127932,11.074
7,2,FL,13796,792,1839,40,5724.425114422574,7.111
25,7,VX,13796,109,1572,1679,3967.0282495914184,4.927
26,5,UA,109,886,1000,770,6552.633501250248,8.139
13,2,EV,332,3,143,1559,4674.552336619661,5.806
10,6,9E,792,332,1790,746,4249.405851578451,5.278
30,4,UA,3,109,1088,723,7279.162725889051,9.042
11,3,YV,332,3,1928,171,4674.552336619661,5.806
30,2,AA,342,332,489,1788,1489.3221786415754,1.85
14,1,US,792,109,1468,1748,1757.5144378014597,2.183
11,7,AS,109,13796,734,947,3967.0282495914184,4.927
4,3,9E,13796,3,1265,584,3766.5306391462927,4.678
6,3,WN,342,332,85,1637,1489.3221786415754,1.85
25,1,B6,13796,342,82,1016,947.0295464431748,1.176
19,7,B6,332,342,1198,408,1489.3221786415754,1.85
24,1,AS,3,792,-92,1367,8915.228993127932,11.074
18,3,DL,3,332,224,891,4674.552336619661,5.806
16,6,9E,342,792,561,1544,5375.959018836008,6.678
9,1,FL,13796,886,603,1587,3313.4138607753753,4.116
5,3,9E,792,886,797,630,8143.046916192439,10.115
7,5,VX,792,3,-47,1084,8915.228993127932,11.074
1,5,EV,13796,792,1757,1059,5724.425114422574,7.111
9,2,UA,342,3,871,1539,3665.1453832726484,4.552
11,7,FL,109,342,1752,1671,3661.994203798179,4.549
1,5,B6,109,13796,318,577,3967.0282495914184,4.927
26,7,VX,13796,792,1496,403,5724.425114422574,7.111
25,7,AA,792,13796,1899,-94,5724.425114422574,7.111
20,7,YV,13796,332,-38,1683,2326.057237259234,2.889
12,7,B6,342,13796,1203,217,947.0295464431748,1.176
11,6,HA,332,886,865,380,3893.6439113504675,4.836
5,6,UA,886,332,734,879,3893.6439113504675,4.836
16,1,VX,886,109,110,1163,6552.633501250248,8.139
15,7,OO,342,13796,1315,1787,947.0295464431748,1.176
7,4,EV,13796,792,1916,466,5724.425114422574,7.111
4,3,MQ,332,342,883,830,1489.3221786415754,1.85
7,7,FL,332,3,1278,1467,4674.552336619661,5.806
9,4,9E,109,886,175,681,6552.633501250248,8.139
30,1,UA,13796,332,274,1598,2326.057237259234,2.889
20,3,AS,109,13796,546,477,3967.0282495914184,4.927
14,2,EV,886,342,1407,1139,3029.839200755093,3.763
19,7,DL,13796,332,745,1174,2326.057237259234,2.889
4,2,EV,342,109,1357,1460,3661.994203798179,4.549
7,7,VX,342,792,1669,1932,5375.959018836008,6.678
13,3,WN,332,13796,701,1246,2326.057237259234,2.889
30,3,US,332,342,591,652,1489.3221786415754,1.85
5,2,F9,109,342,1231,786,3661.994203798179,4.549
17,6,US,3,792,665,1730,8915.228993127932,11.074
19,2,9E,3,109,1564,1355,7279.162725889051,9.042
11,5,MQ,886,3,806,1319,846.0814777372083,1.051
22,5,OO,13796,332,-100,1487,2326.057237259234,2.889
31,4,AS,792,332,261,488,4249.405851578451,5.278
31,7,EV,13796,342,1224,1050,947.0295464431748,1.176
10,3,YV,332,13796,1960,737,2326.057237259234,2.889
29,3,DL,332,886,338,1537,3893.6439113504675,4.836
16,6,DL,13796,3,676,1003,3766.5306391462927,4.678
9,1,DL,109,332,1318,413,2721.448309465295,3.38
21,4,HA,886,109,1593,1118,6552.633501250248,8.139
30,2,EV,13796,886,667,1563,3313.4138607753753,4.116
11,3,HA,792,342,1487,1892,5375.959018836008,6.678
21,7,OO,886,109,1675,1861,6552.633501250248,8.139
13,4,FL,342,792,1482,1572,5375.959018836008,6.678
1,7,EV,342,13796,852,744,947.0295464431748,1.176
16,5,F9,13796,3,287,1752,3766.5306391462927,4.678
21,4,OO,332,13796,394,1476,2326.057237259234,2.889
28,5,AS,332,792,285,1341,4249.405851578451,5.278
24,4,UA,332,792,1630,404,4249.405851578451,5.278
2,7,HA,886,342,1059,1236,3029.839200755093,3.763
13,1,WN,342,13796,653,545,947.0295464431748,1.176
19,3,VX,109,886,193,1156,6552.633501250248,8.139
25,1,VX,3,332,1466,186,4674.552336619661,5.806
20,2,HA,342,792,547,1281,5375.959018836008,6.678
20,1,US,886,109,77,1634,6552.633501250248,8.139
7,1,MQ,109,332,1069,1876,2721.448309465295,3.38
31,7,EV,342,3,220,653,3665.1453832726484,4.552
16,2,DL,332,13796,469,859,2326.057237259234,2.889
21,7,UA,3,109,1253,298,7279.162725889051,9.042
5,5,F9,342,3,44,1803,3665.1453832726484,4.552
7,1,HA,13796,3,893,1422,3766.5306391462927,4.678
5,2,MQ,342,109,1371,176,3661.994203798179,4.549
4,2,OO,332,342,1823,897,1489.3221786415754,1.85
15,5,FL,109,342,1698,1816,3661.994203798179,4.549
31,5,FL,886,3,907,1503,846.0814777372083,1.051
18,6,AS,332,342,646,433,1489.3221786415754,1.85
26,7,WN,109,886,1247,326,6552.633501250248,8.139
22,3,VX,792,3,1287,1782,8915.228993127932,11.074
1,4,F9,792,13796,-5,1465,5724.425114422574,7.111
10,6,AS,109,332,405,1971,2721.448309465295,3.38
5,1,FL,342,886,224,157,3029.839200755093,3.763
25,1,9E,13796,332,873,794,2326.057237259234,2.889
10,1,B6,109,332,209,1694,2721.448309465295,3.38
8,2,DL,109,886,1282,-95,6552.633501250248,8.139
19,3,AA,886,792,1056,1058,8143.046916192439,10.115
15,1,FL,13796,3,-76,481,3766.5306391462927,4.678
9,6,9E,342,109,356,1576,3661.994203798179,4.549
13,5,HA,332,342,1573,632,1489.3221786415754,1.85
17,6,US,792,332,369,1652,4249.405851578451,5.278
8,5,B6,13796,3,702,1907,3766.5306391462927,4.678
11,4,AS,332,342,213,54,1489.3221786415754,1.85
14,2,FL,13796,886,1597,1270,3313.4138607753753,4.116
4,6,US,109,792,426,1375,1757.5144378014597,2.183
7,5,UA,3,109,242,1667,7279.162725889051,9.042
16,5,EV,13796,792,385,1584,5724.425114422574,7.111
23,4,WN,792,3,1949,1025,8915.228993127932,11.074
4,7,HA,3,886,598,140,846.0814777372083,1.051
25,1,FL,3,332,313,1286,4674.552336619661,5.806
28,3,B6,109,342,303,1405,3661.994203798179,4.549
30,1,AA,109,332,284,1068,2721.448309465295,3.38
