DayOfMonth,DayOfWeek,Carrier,OriginAirportID,DestAirportID,DepDelay,ArrDelay,distance,flight_time
18,7,AS,260,983,1912,478,4594.370935048134,5.707
9,1,UA,123,870,329,1809,6437.442794880623,7.996
22,2,FL,123,224,320,1751,5586.062551802552,6.939
20,5,AA,870,983,448,1310,5474.713231697095,6.8
24,6,MQ,260,983,204,6,4594.370935048134,5.707
1,6,9E,224,260,333,113,4157.966794274488,5.165
16,2,EV,224,441,124,515,67.05893133409441,0.083
15,2,US,260,131,1735,1238,2489.150149056575,3.092
5,4,HA,983,123,1797,128,5488.0444674895525,6.817
16,7,WN,441,123,766,751,5653.025427904596,7.022
26,2,FL,441,123,1329,323,5653.025427904596,7.022
14,4,FL,870,260,383,572,3914.2906942548548,4.862
14,2,B6,870,983,751,776,5474.713231697095,6.8
19,6,UA,983,260,625,1405,4594.370935048134,5.707
13,2,EV,870,983,600,1235,5474.713231697095,6.8
2,5,AS,260,131,1116,207,2489.150149056575,3.092
16,3,HA,260,983,1698,1651,4594.370935048134,5.707
25,4,FL,260,224,1328,1609,4157.966794274488,5.165
12,5,WN,983,131,1176,1938,4419.77162393208,5.49
19,3,US,870,260,1934,1891,3914.2906942548548,4.862
11,1,WN,441,123,1396,114,5653.025427904596,7.022
20,6,WN,870,260,1047,1280,3914.2906942548548,4.862
12,5,DL,123,260,1182,462,2526.1262056156265,3.138
14,5,YV,260,983,-89,1171,4594.370935048134,5.707
14,3,VX,260,224,1946,1362,4157.966794274488,5.165
18,1,AS,123,441,1527,1568,5653.025427904596,7.022
23,6,VX,260,123,802,1977,2526.1262056156265,3.138
17,3,AA,441,224,1111,318,67.05893133409441,0.083
25,4,US,870,224,-100,566,4419.245088580977,5.489
20,2,FL,123,441,1270,615,5653.025427904596,7.022
25,7,MQ,123,224,-49,614,5586.062551802552,6.939
24,3,9E,131,441,1465,450,4696.6795380118465,5.834
8,3,B6,870,260,1102,1995,3914.2906942548548,4.862
19,7,OO,870,983,275,1190,5474.713231697095,6.8
5,6,US,441,123,1029,1414,5653.025427904596,7.022
20,2,US,260,131,815,829,2489.150149056575,3.092
28,6,AS,983,131,172,1674,4419.77162393208,5.49
8,3,US,131,983,486,446,4419.77162393208,5.49
16,6,US,131,441,224,431,4696.6795380118465,5.834
23,1,EV,123,131,267,1933,1124.6721495890558,1.397
25,5,YV,441,983,921,159,1091.4571064792333,1.355
10,5,WN,123,260,878,759,2526.1262056156265,3.138
19,5,B6,870,123,120,1188,6437.442794880623,7.996
10,6,US,441,123,1495,317,5653.025427904596,7.022
15,6,9E,131,441,152,14,4696.6795380118465,5.834
12,5,OO,260,441,1403,751,4219.131928503233,5.241
10,3,9E,983,441,588,264,1091.4571064792333,1.355
10,2,DL,123,441,1984,1105,5653.025427904596,7.022
29,5,FL,260,123,1567,1212,2526.1262056156265,3.138
2,7,YV,983,131,1714,612,4419.77162393208,5.49
2,6,UA,983,260,1173,389,4594.370935048134,5.707
20,1,HA,983,123,1775,1414,5488.0444674895525,6.817
25,4,DL,260,870,1713,1452,3914.2906942548548,4.862
28,6,VX,441,123,279,1635,5653.025427904596,7.022
4,2,UA,131,983,311,603,4419.77162393208,5.49
9,7,HA,260,131,1455,1182,2489.150149056575,3.092
19,7,UA,260,983,555,1884,4594.370935048134,5.707
2,6,WN,870,441,438,458,4428.681668330508,5.501
27,6,B6,870,131,1434,1491,6269.168970616498,7.787
22,3,DL,131,441,1681,-15,4696.6795380118465,5.834
21,2,OO,260,131,1639,409,2489.150149056575,3.092
6,6,MQ,123,260,1350,215,2526.1262056156265,3.138
1,5,9E,441,224,1396,1471,67.05893133409441,0.083
11,7,OO,131,123,741,968,1124.6721495890558,1.397
29,2,UA,131,983,1633,720,4419.77162393208,5.49
12,5,9E,224,870,248,894,4419.245088580977,5.489
24,4,OO,441,131,-89,362,4696.6795380118465,5.834
3,6,EV,131,260,391,844,2489.150149056575,3.092
20,3,FL,224,870,753,727,4419.245088580977,5.489
8,2,9E,123,983,233,1711,5488.0444674895525,6.817
15,7,B6,123,441,492,1905,5653.025427904596,7.022
25,5,WN,131,870,882,906,6269.168970616498,7.787
16,7,AA,441,131,1999,180,4696.6795380118465,5.834
31,2,FL,224,441,106,1978,67.05893133409441,0.083
29,1,AS,224,260,1054,1103,4157.966794274488,5.165
8,7,US,441,260,359,1910,4219.131928503233,5.241
4,4,9E,131,260,1346,1848,2489.150149056575,3.092
26,3,F9,123,260,1295,-31,2526.1262056156265,3.138
26,7,FL,123,441,1993,1106,5653.025427904596,7.022
9,7,B6,224,260,1942,79,4157.966794274488,5.165
18,7,MQ,441,123,291,877,5653.025427904596,7.022
22,3,HA,870,260,954,43,3914.2906942548548,4.862
27,3,OO,224,123,598,1260,5586.062551802552,6.939
3,4,MQ,441,260,813,907,4219.131928503233,5.241
4,2,WN,983,131,1951,568,4419.77162393208,5.49
2,1,US,260,224,538,1892,4157.966794274488,5.165
18,3,AS,131,870,1554,619,6269.168970616498,7.787
13,4,DL,123,260,119,1608,2526.1262056156265,3.138
17,2,B6,224,123,443,997,5586.062551802552,6.939
27,7,VX,123,870,1672,1065,6437.442794880623,7.996
21,3,HA,441,260,1492,524,4219.131928503233,5.241
5,1,MQ,260,131,1262,79,2489.150149056575,3.092
4,2,9E,441,123,949,1444,5653.025427904596,7.022
29,7,US,131,441,10,443,4696.6795380118465,5.834
3,7,AS,260,131,1983,950,2489.150149056575,3.092
22,6,9E,983,260,1698,476,4594.370935048134,5.707
15,7,F9,983,260,125,1083,4594.370935048134,5.707
26,7,AS,870,983,414,341,5474.713231697095,6.8
14,2,9E,870,983,-93,976,5474.713231697095,6.8
11,1,AS,260,870,1133,959,3914.2906942548548,4.862
23,7,UA,983,870,1886,1167,5474.713231697095,6.8
26,3,US,131,123,555,1198,1124.6721495890558,1.397
29,5,VX,224,441,1120,1452,67.05893133409441,0.083
29,5,MQ,983,123,1,924,5488.0444674895525,6.817
16,5,AS,224,123,535,213,5586.062551802552,6.939
4,2,WN,224,131,1944,1293,4630.737572725662,5.752
8,5,HA,983,131,1897,1886,4419.77162393208,5.49
24,7,YV,870,224,399,1382,4419.245088580977,5.489
6,3,B6,983,224,572,1199,1082.1866549158137,1.344
23,2,HA,260,123,1026,301,2526.1262056156265,3.138
16,2,FL,224,983,840,1764,1082.1866549158137,1.344
15,3,EV,224,123,1878,1315,5586.062551802552,6.939
2,6,AA,224,870,1659,867,4419.245088580977,5.489
20,5,OO,224,260,1767,759,4157.966794274488,5.165
6,1,DL,224,983,1298,674,1082.1866549158137,1.344
12,3,FL,441,870,1600,827,4428.681668330508,5.501
17,5,9E,224,123,1413,309,5586.062551802552,6.939
18,5,UA,441,123,1978,282,5653.025427904596,7.022
30,1,9E,131,123,642,391,1124.6721495890558,1.397
18,2,AS,870,441,452,-92,4428.681668330508,5.501
7,2,US,870,983,1290,670,5474.713231697095,6.8
7,2,AS,260,983,1758,304,4594.370935048134,5.707
15,2,DL,260,131,1007,106,2489.150149056575,3.092
22,2,FL,260,131,1092,507,2489.150149056575,3.092
27,6,AA,983,224,0,231,1082.1866549158137,1.344
31,7,YV,441,260,821,357,4219.131928503233,5.241
8,2,AS,870,224,831,-85,4419.245088580977,5.489
21,7,OO,441,131,599,1152,4696.6795380118465,5.834
17,2,DL,983,870,1890,386,5474.713231697095,6.8
30,2,UA,224,123,1930,1668,5586.062551802552,6.939
2,2,AS,131,123,356,1960,1124.6721495890558,1.397
6,4,FL,260,441,1050,1091,4219.131928503233,5.241
12,2,AA,441,131,1704,1472,4696.6795380118465,5.834
21,7,EV,131,260,1356,487,2489.150149056575,3.092
7,1,EV,260,131,1798,1919,2489.150149056575,3.092
12,1,WN,131,260,1561,1367,2489.150149056575,3.092
30,1,AA,260,123,115,1425,2526.1262056156265,3.138
1,7,F9,983,260,1811,1692,4594.370935048134,5.707
4,6,F9,870,123,810,298,6437.442794880623,7.996
11,7,OO,870,224,1406,277,4419.245088580977,5.489
1,2,VX,123,260,1583,1328,2526.1262056156265,3.138
8,5,OO,870,983,869,1006,5474.713231697095,6.8
21,7,EV,260,870,1003,1399,3914.2906942548548,4.862
28,4,MQ,131,123,94,622,1124.6721495890558,1.397
19,7,EV,123,224,551,686,5586.062551802552,6.939
28,4,F9,870,224,1252,363,4419.245088580977,5.489
20,6,AA,123,224,742,254,5586.062551802552,6.939
13,2,MQ,123,224,1704,0,5586.062551802552,6.939
13,7,YV,983,123,1107,614,5488.0444674895525,6.817
6,7,F9,441,983,554,1235,1091.4571064792333,1.355
11,7,9E,983,870,1924,1440,5474.713231697095,6.8
14,5,EV,224,123,1116,1417,5586.062551802552,6.939
31,7,AA,983,131,745,1476,4419.77162393208,5.49
12,6,AS,983,224,549,735,1082.1866549158137,1.344
9,4,WN,870,224,1750,1472,4419.245088580977,5.489
6,4,OO,441,224,1496,202,67.05893133409441,0.083
21,4,DL,870,983,1036,1356,5474.713231697095,6.8
31,2,F9,260,983,1105,599,4594.370935048134,5.707
12,5,WN,441,123,967,503,5653.025427904596,7.022
20,4,AA,983,260,1437,1013,4594.370935048134,5.707
3,5,VX,224,870,63,674,4419.245088580977,5.489
20,4,MQ,983,131,183,344,4419.77162393208,5.49
4,3,VX,870,123,1305,860,6437.442794880623,7.996
12,2,EV,131,260,292,1202,2489.150149056575,3.092
9,1,EV,983,224,1322,-7,1082.1866549158137,1.344
9,2,YV,441,260,149,1603,4219.131928503233,5.241
1,5,MQ,260,131,1286,1412,2489.150149056575,3.092
21,2,WN,983,131,968,1213,4419.77162393208,5.49
18,4,UA,983,441,1738,1878,1091.4571064792333,1.355
12,6,AS,983,224,563,136,1082.1866549158137,1.344
7,4,FL,441,983,1855,1237,1091.4571064792333,1.355
9,5,OO,870,131,1242,152,6269.168970616498,7.787
29,4,WN,260,441,1871,642,4219.131928503233,5.241
8,1,B6,260,983,1266,-77,4594.370935048134,5.707
31,4,9E,131,870,1428,343,6269.168970616498,7.787
29,2,FL,123,131,1060,1590,1124.6721495890558,1.397
21,6,F9,870,123,1801,1277,6437.442794880623,7.996
15,1,DL,224,260,-66,501,4157.966794274488,5.165
31,7,UA,441,131,1479,680,4696.6795380118465,5.834
26,7,OO,983,123,1337,1753,5488.0444674895525,6.817
7,7,FL,123,983,70,906,5488.0444674895525,6.817
8,6,DL,870,123,166,1081,6437.442794880623,7.996
9,7,B6,983,870,1875,545,5474.713231697095,6.8
27,6,AS,441,131,190,134,4696.6795380118465,5.834
16,3,DL,224,870,1487,809,4419.245088580977,5.489
24,7,9E,224,441,63,190,67.05893133409441,0.083
3,7,HA,123,870,38,917,6437.442794880623,7.996
1,5,YV,441,870,315,983,4428.681668330508,5.501
19,1,YV,870,260,1850,858,3914.2906942548548,4.862
21,1,WN,870,224,486,1732,4419.245088580977,5.489
6,4,AS,983,131,1594,93,4419.77162393208,5.49
1,4,YV,123,260,1827,1096,2526.1262056156265,3.138
20,6,YV,123,260,125,158,2526.1262056156265,3.138
5,3,VX,131,224,1461,192,4630.737572725662,5.752
13,1,DL,131,123,1287,898,1124.6721495890558,1.397
2,1,OO,260,870,155,-16,3914.2906942548548,4.862
30,2,F9,123,260,442,378,2526.1262056156265,3.138
13,5,HA,224,441,71,1205,67.05893133409441,0.083
2,1,EV,123,441,179,1451,5653.025427904596,7.022
26,3,B6,131,224,-79,1464,4630.737572725662,5.752
20,5,OO,870,260,165,62,3914.2906942548548,4.862
10,5,AS,260,123,225,234,2526.1262056156265,3.138
8,7,FL,260,870,513,521,3914.2906942548548,4.862
19,4,9E,983,123,453,1249,5488.0444674895525,6.817
13,1,WN,131,441,1727,497,4696.6795380118465,5.834
29,7,OO,123,260,-20,538,2526.1262056156265,3.138
9,7,AS,260,983,1499,1194,4594.370935048134,5.707
6,6,9E,983,123,541,242,5488.0444674895525,6.817
22,7,F9,260,131,1233,978,2489.150149056575,3.092
2,3,YV,441,131,1314,1246,4696.6795380118465,5.834
10,2,9E,123,224,466,1615,5586.062551802552,6.939
31,3,FL,224,260,830,372,4157.966794274488,5.165
21,3,AS,441,870,1961,1713,4428.681668330508,5.501
28,6,HA,870,123,529,-91,6437.442794880623,7.996
13,1,HA,224,123,433,-42,5586.062551802552,6.939
25,5,WN,224,123,1741,1642,5586.062551802552,6.939
26,7,YV,260,441,1047,1158,4219.131928503233,5.241
6,5,OO,131,224,-56,1943,4630.737572725662,5.752
2,1,AS,224,131,1671,843,4630.737572725662,5.752
19,4,WN,123,441,1503,1739,5653.025427904596,7.022
6,5,VX,260,870,29,541,3914.2906942548548,4.862
20,7,WN,260,441,1177,187,4219.131928503233,5.241
9,7,OO,441,123,403,1599,5653.025427904596,7.022
11,7,9E,983,131,1213,1956,4419.77162393208,5.49
24,3,WN,260,983,1309,1816,4594.370935048134,5.707
31,1,MQ,870,441,1744,355,4428.681668330508,5.501
9,2,YV,983,224,1956,767,1082.1866549158137,1.344
17,7,YV,441,224,780,498,67.05893133409441,0.083
26,4,VX,260,224,1645,1212,4157.966794274488,5.165
18,6,AS,983,441,424,1946,1091.4571064792333,1.355
25,5,AS,260,983,1654,1150,4594.370935048134,5.707
9,6,AA,983,441,674,23,1091.4571064792333,1.355
5,6,B6,441,123,1129,857,5653.025427904596,7.022
11,7,AS,870,260,1370,724,3914.2906942548548,4.862
6,2,F9,131,260,919,1151,2489.150149056575,3.092
24,2,HA,260,983,1329,1487,4594.370935048134,5.707
26,2,F9,870,131,1601,1394,6269.168970616498,7.787
22,3,AS,260,870,509,-79,3914.2906942548548,4.862
27,6,DL,260,224,363,726,4157.966794274488,5.165
15,6,VX,224,441,199,219,67.05893133409441,0.083
15,4,DL,983,441,306,1172,1091.4571064792333,1.355
30,1,UA,123,260,342,1458,2526.1262056156265,3.138
7,1,UA,260,224,896,1019,4157.966794274488,5.165
3,1,UA,224,131,1795,1558,4630.737572725662,5.752
19,7,EV,983,123,1441,727,5488.0444674895525,6.817
29,6,UA,131,870,-8,1411,6269.168970616498,7.787
20,7,F9,870,441,394,1418,4428.681668330508,5.501
21,5,EV,123,260,154,24,2526.1262056156265,3.138
28,3,AS,441,131,805,-39,4696.6795380118465,5.834
15,4,MQ,123,224,466,-43,5586.062551802552,6.939
11,4,AS,441,870,498,1728,4428.681668330508,5.501
21,2,DL,441,870,609,1467,4428.681668330508,5.501
30,2,VX,260,224,1723,1608,4157.966794274488,5.165
23,6,B6,441,224,259,1167,67.05893133409441,0.083
24,1,YV,224,123,1291,836,5586.062551802552,6.939
17,7,OO,260,131,221,1031,2489.150149056575,3.092
28,2,WN,123,983,1095,448,5488.0444674895525,6.817
1,7,VX,131,224,953,1462,4630.737572725662,5.752
31,2,HA,123,983,1973,159,5488.0444674895525,6.817
10,6,F9,870,260,1181,1172,3914.2906942548548,4.862
12,5,AS,260,123,1843,963,2526.1262056156265,3.138
26,5,AS,224,131,1901,1276,4630.737572725662,5.752
31,5,OO,224,131,563,1150,4630.737572725662,5.752
15,5,FL,983,131,666,1078,4419.77162393208,5.49
23,3,DL,983,260,1045,520,4594.370935048134,5.707
1,1,AS,123,260,1536,385,2526.1262056156265,3.138
15,5,US,123,870,1045,1422,6437.442794880623,7.996
24,7,AA,224,131,1318,1702,4630.737572725662,5.752
18,4,VX,441,131,424,1665,4696.6795380118465,5.834
28,7,HA,131,224,870,1286,4630.737572725662,5.752
30,6,DL,260,224,33,423,4157.966794274488,5.165
24,3,HA,441,983,1270,650,1091.4571064792333,1.355
12,4,HA,260,441,1761,1896,4219.131928503233,5.241
7,1,FL,441,260,1369,547,4219.131928503233,5.241
17,6,OO,983,260,30,403,4594.370935048134,5.707
24,7,B6,224,123,156,1722,5586.062551802552,6.939
16,2,HA,983,123,1394,703,5488.0444674895525,6.817
29,3,FL,870,224,409,1279,4419.245088580977,5.489
14,5,AS,123,983,1175,802,5488.0444674895525,6.817
29,5,OO,131,870,186,1774,6269.168970616498,7.787
11,6,HA,123,224,1327,243,5586.062551802552,6.939
26,7,9E,123,983,613,1254,5488.0444674895525,6.817
24,4,HA,870,224,1638,1049,4419.245088580977,5.489
25,2,B6,224,441,1663,237,67.05893133409441,0.083
1,6,F9,260,224,1623,1848,4157.966794274488,5.165
5,6,OO,131,983,1871,1253,4419.77162393208,5.49
8,4,YV,123,983,460,93,5488.0444674895525,6.817
15,7,UA,441,131,47,1472,4696.6795380118465,5.834
19,1,F9,870,131,1185,1521,6269.168970616498,7.787
19,7,9E,131,983,1093,222,4419.77162393208,5.49
27,5,MQ,870,983,741,306,5474.713231697095,6.8
3,3,VX,260,123,1201,1178,2526.1262056156265,3.138
13,6,F9,123,224,307,69,5586.062551802552,6.939
23,6,DL,870,441,905,1574,4428.681668330508,5.501
8,6,UA,224,260,401,1232,4157.966794274488,5.165
5,5,EV,260,224,1651,1350,4157.966794274488,5.165
7,6,AA,870,123,1703,884,6437.442794880623,7.996
17,4,EV,260,131,1091,1993,2489.150149056575,3.092
11,3,AS,983,441,714,21,1091.4571064792333,1.355
21,3,US,123,870,1746,1901,6437.442794880623,7.996
4,6,AS,870,983,1620,1318,5474.713231697095,6.8
17,2,B6,260,123,1544,901,2526.1262056156265,3.138
29,3,MQ,224,260,892,1675,4157.966794274488,5.165
11,4,UA,224,123,1797,1971,5586.062551802552,6.939
13,7,AA,260,870,1756,139,3914.2906942548548,4.862
1,4,VX,224,983,1651,1647,1082.1866549158137,1.344
19,6,UA,123,870,-22,1378,6437.442794880623,7.996
14,1,AA,441,224,1623,2000,67.05893133409441,0.083
12,3,HA,131,870,456,1478,6269.168970616498,7.787
16,3,B6,260,983,963,162,4594.370935048134,5.707
9,1,9E,224,441,700,1685,67.05893133409441,0.083
17,7,HA,131,983,1203,1488,4419.77162393208,5.49
1,1,F9,123,260,-69,1899,2526.1262056156265,3.138
21,2,B6,123,870,782,494,6437.442794880623,7.996
19,1,MQ,870,123,333,1857,6437.442794880623,7.996
4,4,US,131,224,-89,298,4630.737572725662,5.752
31,1,YV,260,131,1382,1770,2489.150149056575,3.092
1,1,AA,870,441,1665,1700,4428.681668330508,5.501
24,2,F9,441,983,1585,437,1091.4571064792333,1.355
26,1,US,983,131,427,820,4419.77162393208,5.49
4,7,VX,224,131,1687,1280,4630.737572725662,5.752
3,4,OO,260,441,722,218,4219.131928503233,5.241
28,5,YV,224,123,1086,907,5586.062551802552,6.939
11,2,OO,123,224,1647,646,5586.062551802552,6.939
11,5,MQ,260,983,1914,1632,4594.370935048134,5.707
3,1,F9,441,983,1212,1691,1091.4571064792333,1.355
21,7,US,260,870,351,1470,3914.2906942548548,4.862
4,4,FL,224,131,1820,291,4630.737572725662,5.752
9,5,HA,260,983,1593,605,4594.370935048134,5.707
28,6,HA,131,123,1076,397,1124.6721495890558,1.397
1,2,HA,224,983,1060,1547,1082.1866549158137,1.344
16,3,WN,123,441,1968,1706,5653.025427904596,7.022
10,6,AS,983,870,1652,1191,5474.713231697095,6.8
9,5,F9,983,441,370,1900,1091.4571064792333,1.355
18,6,FL,224,131,333,420,4630.737572725662,5.752
17,5,OO,983,260,1829,1044,4594.370935048134,5.707
29,7,UA,260,123,137,792,2526.1262056156265,3.138
11,1,HA,260,123,1171,1453,2526.1262056156265,3.138
18,6,WN,983,123,1223,1612,5488.0444674895525,6.817
30,4,MQ,131,260,1908,991,2489.150149056575,3.092
29,4,EV,983,870,835,1161,5474.713231697095,6.8
11,6,MQ,123,224,919,979,5586.062551802552,6.939
1,4,UA,260,123,1778,454,2526.1262056156265,3.138
24,5,YV,131,441,1626,1466,4696.6795380118465,5.834
25,2,AA,983,870,1624,1943,5474.713231697095,6.8
28,2,MQ,441,123,776,1439,5653.025427904596,7.022
16,4,9E,870,441,1175,288,4428.681668330508,5.501
29,6,9E,123,441,731,1821,5653.025427904596,7.022
25,7,B6,123,441,661,125,5653.025427904596,7.022
22,3,AA,123,224,905,1273,5586.062551802552,6.939
6,4,B6,441,131,1889,711,4696.6795380118465,5.834
30,2,AA,441,260,764,226,4219.131928503233,5.241
14,4,VX,441,123,1052,1684,5653.025427904596,7.022
4,7,9E,441,983,1845,1983,1091.4571064792333,1.355
16,6,YV,260,131,1997,1147,2489.150149056575,3.092
21,6,OO,983,131,1356,1805,4419.77162393208,5.49
16,1,B6,441,131,1097,254,4696.6795380118465,5.834
27,3,WN,870,131,174,121,6269.168970616498,7.787
23,2,MQ,870,131,1351,294,6269.168970616498,7.787
28,6,HA,123,131,444,1920,1124.6721495890558,1.397
31,4,VX,441,131,1643,1135,4696.6795380118465,5.834
1,2,FL,224,123,1478,1255,5586.062551802552,6.939
8,1,US,123,441,472,971,5653.025427904596,7.022
9,7,FL,123,260,61,1714,2526.1262056156265,3.138
28,1,MQ,870,983,784,1281,5474.713231697095,6.8
10,5,UA,224,131,1851,1690,4630.737572725662,5.752
23,6,WN,123,224,189,24,5586.062551802552,6.939
26,6,FL,131,983,1857,120,4419.77162393208,5.49
7,5,WN,983,260,1719,1531,4594.370935048134,5.707
23,7,YV,123,224,1584,1910,5586.062551802552,6.939
4,6,HA,870,224,1273,1128,4419.245088580977,5.489
13,7,EV,441,983,1049,828,1091.4571064792333,1.355
12,6,HA,260,123,1997,683,2526.1262056156265,3.138
18,7,UA,441,983,903,171,1091.4571064792333,1.355
2,5,US,224,123,74,1177,5586.062551802552,6.939
28,2,9E,123,260,325,1747,2526.1262056156265,3.138
13,6,9E,123,224,650,897,5586.062551802552,6.939
24,2,HA,260,870,217,737,3914.2906942548548,4.862
5,3,EV,983,441,1097,1701,1091.4571064792333,1.355
19,4,VX,123,131,565,206,1124.6721495890558,1.397
26,4,AS,260,870,477,627,3914.2906942548548,4.862
27,1,OO,123,260,456,1930,2526.1262056156265,3.138
25,2,EV,983,131,1295,255,4419.77162393208,5.49
1,6,OO,870,983,1627,866,5474.713231697095,6.8
5,3,AA,123,224,1024,1495,5586.062551802552,6.939
20,4,US,260,123,277,1523,2526.1262056156265,3.138
16,1,9E,870,224,1337,1883,4419.245088580977,5.489
11,6,WN,123,870,1978,1685,6437.442794880623,7.996
15,5,UA,224,260,1737,1794,4157.966794274488,5.165
29,4,B6,123,441,628,169,5653.025427904596,7.022
19,2,EV,131,260,1917,1455,2489.150149056575,3.092
16,1,OO,441,260,-54,-95,4219.131928503233,5.241
21,4,WN,224,260,558,1033,4157.966794274488,5.165
6,4,AS,983,260,702,-100,4594.370935048134,5.707
8,5,OO,441,123,1950,63,5653.025427904596,7.022
14,3,AS,870,983,259,1598,5474.713231697095,6.8
24,7,AS,131,441,1993,1892,4696.6795380118465,5.834
20,6,HA,441,983,630,-69,1091.4571064792333,1.355
19,2,FL,224,441,1448,1549,67.05893133409441,0.083
1,6,HA,131,870,1826,1403,6269.168970616498,7.787
26,4,UA,983,441,1075,1242,1091.4571064792333,1.355
23,4,US,870,441,778,-83,4428.681668330508,5.501
9,6,WN,131,224,1079,740,4630.737572725662,5.752
4,2,F9,123,131,514,609,1124.6721495890558,1.397
12,1,9E,983,870,211,465,5474.713231697095,6.8
13,3,MQ,224,870,1429,-88,4419.245088580977,5.489
27,3,UA,131,983,1716,851,4419.77162393208,5.49
25,5,F9,123,983,1636,1628,5488.0444674895525,6.817
26,6,9E,224,260,1912,1695,4157.966794274488,5.165
7,5,F9,870,123,1957,143,6437.442794880623,7.996
2,1,F9,870,123,944,1194,6437.442794880623,7.996
17,6,WN,131,441,1017,363,4696.6795380118465,5.834
21,5,MQ,441,870,1493,1859,4428.681668330508,5.501
22,7,MQ,131,224,731,906,4630.737572725662,5.752
24,2,YV,131,224,1659,1998,4630.737572725662,5.752
24,7,VX,224,131,512,1315,4630.737572725662,5.752
31,4,HA,131,123,1676,319,1124.6721495890558,1.397
6,6,F9,870,983,921,1262,5474.713231697095,6.8
26,7,MQ,123,870,1865,1909,6437.442794880623,7.996
21,3,F9,224,441,366,2,67.05893133409441,0.083
9,5,VX,870,131,24,706,6269.168970616498,7.787
6,5,UA,224,983,135,1516,1082.1866549158137,1.344
24,2,WN,870,224,1677,658,4419.245088580977,5.489
29,1,YV,131,123,1555,1703,1124.6721495890558,1.397
15,7,WN,870,441,1715,837,4428.681668330508,5.501
16,1,EV,441,131,85,1369,4696.6795380118465,5.834
15,3,WN,441,131,1953,832,4696.6795380118465,5.834
12,2,OO,224,123,1049,75,5586.062551802552,6.939
6,3,F9,441,870,1488,380,4428.681668330508,5.501
8,2,F9,123,441,1045,1834,5653.025427904596,7.022
13,3,B6,870,224,1021,354,4419.245088580977,5.489
27,4,VX,131,260,232,766,2489.150149056575,3.092
10,1,VX,224,131,875,1392,4630.737572725662,5.752
9,4,VX,870,224,735,1326,4419.245088580977,5.489
26,4,US,870,224,41,-54,4419.245088580977,5.489
18,6,AS,870,224,828,1981,4419.245088580977,5.489
23,3,DL,441,260,10,1992,4219.131928503233,5.241
29,6,FL,870,260,996,1182,3914.2906942548548,4.862
30,3,EV,441,123,994,17,5653.025427904596,7.022
25,4,MQ,983,131,1312,1897,4419.77162393208,5.49
8,7,AS,983,260,1217,861,4594.370935048134,5.707
20,5,VX,870,983,310,151,5474.713231697095,6.8
24,5,YV,870,260,1769,483,3914.2906942548548,4.862
5,6,WN,224,260,1159,1451,4157.966794274488,5.165
3,7,US,441,260,891,870,4219.131928503233,5.241
5,4,DL,123,260,456,1785,2526.1262056156265,3.138
24,1,OO,260,983,1618,1826,4594.370935048134,5.707
14,6,MQ,260,441,58,1207,4219.131928503233,5.241
12,2,VX,123,983,-60,379,5488.0444674895525,6.817
29,7,EV,870,131,534,53,6269.168970616498,7.787
28,1,AA,870,983,3,1548,5474.713231697095,6.8
22,1,UA,131,260,1398,1318,2489.150149056575,3.092
28,5,FL,131,224,488,958,4630.737572725662,5.752
12,4,US,983,260,648,768,4594.370935048134,5.707
4,3,AS,224,260,1045,243,4157.966794274488,5.165
26,7,UA,224,131,249,1731,4630.737572725662,5.752
20,2,HA,870,131,112,876,6269.168970616498,7.787
11,4,US,131,123,70,1872,1124.6721495890558,1.397
24,6,WN,123,983,1412,166,5488.0444674895525,6.817
27,7,HA,123,870,1584,358,6437.442794880623,7.996
26,2,OO,441,123,1093,68,5653.025427904596,7.022
21,1,EV,441,131,1757,681,4696.6795380118465,5.834
13,5,MQ,123,441,495,183,5653.025427904596,7.022
5,5,YV,983,260,1524,452,4594.370935048134,5.707
31,2,DL,131,260,666,1075,2489.150149056575,3.092
5,1,UA,123,983,93,1212,5488.0444674895525,6.817
18,2,B6,870,123,293,513,6437.442794880623,7.996
2,3,UA,441,870,1624,1235,4428.681668330508,5.501
30,5,EV,983,131,1013,1015,4419.77162393208,5.49
28,2,WN,123,131,1346,1160,1124.6721495890558,1.397
20,7,FL,870,123,1946,110,6437.442794880623,7.996
9,5,YV,441,983,1153,1833,1091.4571064792333,1.355
13,4,F9,123,983,821,12,5488.0444674895525,6.817
2,7,UA,260,441,1507,-73,4219.131928503233,5.241
10,3,VX,131,441,342,1377,4696.6795380118465,5.834
5,7,MQ,123,260,1270,115,2526.1262056156265,3.138
21,3,VX,870,260,1672,126,3914.2906942548548,4.862
1,3,DL,260,983,1994,1377,4594.370935048134,5.707
23,4,WN,441,983,1250,1885,1091.4571064792333,1.355
7,7,OO,131,260,918,294,2489.150149056575,3.092
16,3,MQ,131,983,1790,522,4419.77162393208,5.49
2,6,HA,131,260,1233,524,2489.150149056575,3.092
26,7,VX,123,441,-26,410,5653.025427904596,7.022
15,4,9E,123,224,1936,191,5586.062551802552,6.939
6,3,MQ,260,983,589,230,4594.370935048134,5.707
27,6,AA,123,260,435,1689,2526.1262056156265,3.138
25,6,F9,441,870,860,1886,4428.681668330508,5.501
21,5,B6,870,224,797,921,4419.245088580977,5.489
29,5,MQ,123,131,300,977,1124.6721495890558,1.397
8,4,DL,983,224,749,1164,1082.1866549158137,1.344
